,Unnamed: 0,comment,isHate
792,792,need lip sync get mic put closer youll sound fine,0.0
793,793,fucking way machine would recognize shit lol,0.0
794,794,body change biological sex change gender,0.0
795,795,nice concept good story poor act try harder next time,0.0
796,796,next list pierce face katana,0.0
797,797,sons school someone talk autism awareness autisic made aware animals autisic introduced picture pug lola also autisic found interesting year old son autisic,0.0
798,798,smile beaming skin gleaming yuh,0.0
799,799,grandma roommate drag queen drag queen knwonledge cool lol,0.0
800,800,fav ask explicitly defining date try works,0.0
801,801,cousin hes still cant talk properly like year old hes sensitive loud noise crying noise hard talk still love cuz thinks one favorite person besides mother,0.0
802,802,car love life fucking love bitch fast makes feel complete,0.0
803,803,best friend muslim best man world,0.0
804,804,much love thank courage keep speaking truth,0.0
805,805,moving france spain motherfucking big change,0.0
806,806,maybe im crazy maybe im really dont care try fuck brain ill stand strong bitch,0.0
807,807,masterful love pain post,0.0
808,808,love videos,0.0
809,809,love love roses reds violet blue happiness colors lesbian blessing bisexual beautiful gay marvelous roses red violets blue im gay happy way dont rude respectful lgbtq people love love amazingly important beautiful humans love matter,0.0
810,810,love roasted,0.0
811,811,lots loving ppl world unfortunately due presence percentage dead souls make world look like hell,0.0
812,812,lots haters reason,0.0
813,813,lmao fucking hilarious,0.0
814,814,literally reason im deleting instagram account sick fakery,0.0
815,815,lilly singh queen yay next episode,0.0
816,816,lauren savage love,0.0
817,817,lady gaga freddie mercury generation,0.0
818,818,wan na know fuck show home youtube damn disturbing,0.0
819,819,kidding know feels,0.0
820,820,japanese culture ancient unique,0.0
821,821,japan rejected reject mother fuckers,0.0
822,822,ive panic attacks due nothing least wouldnt know wouldve triggered question normal,0.0
823,823,challenge anyone reality,0.0
824,824,guilt stupidity scale unknown human history,0.0
825,825,its like cant anything without someone saying its wrong cause people its joke people,0.0
826,826,humanity first country,0.0
827,827,easy seattle wheeler towns countriesôªø,0.0
828,828,time trump find natural death somehow bullet finds puts us misery,0.0
829,829,doesnt matter youre black white gay straight woman man trance disabled dyslexic intelligent people quality,0.0
830,830,islam true religion believe brothers,0.0
831,831,still job like would like take thats joke,0.0
832,832,dude walked room kissed girl cheek left,0.0
833,833,incredibly fucking annoying voice reasonable arguments agree,0.0
834,834,uk maximum five years prison sentence abuse whether male female nongender specific matter abuses happens genders law discriminate gender,0.0
835,835,opinion god loves us matter sexuality gender races religions anything actions personalities count,0.0
836,836,world full hate remember light darkness world temporary,0.0
837,837,im glad friends,0.0
838,838,im lesbian proud im happy friends accept dont know family dont care anyone says im proud lesbian,0.0
839,839,im philippines go outside country think im chinese matter nope asians grew living asia dont make big deal bout sure america different story,0.0
840,840,search couple goals theres picture danny aaron,0.0
841,841,ever wake one morning want smile youre happy dont,0.0
842,842,see bully bulling would hey middle finger would record get real trouble,0.0
843,843,much like family treat like family sponsor thier petitions,0.0
844,844,theres jikook shippers ship romanticallylike vid comment,0.0
845,845,iconic woman shes done much un,0.0
846,846,im sad fucking situation muslims,0.0
847,847,im arab make difference see stylish people,0.0
848,848,id like see im black compilation video,0.0
849,849,im white im proud white love diversity people nations lets move,0.0
850,850,im sick tired black white thingcant stop lets happy one daywe one lets stop please one love peace,0.0
851,851,im glad someone finally also brought light pay gap asian countries description video frankly often focused us pay gap really small already compared asian countries us,0.0
852,852,im male would fight women rights human,0.0
853,853,im british born muslim helps slovakians immigrants region faith taught respect honour strange times,0.0
854,854,im bisexual never sex im,0.0
855,855,im heterosexual african birth breed character traditional man xhosa precise still believe human rights equal whatever religion ethnicity demography tribe language equal one day people free enough love date whoever wan na without prejudice judgment ‚ä¶viva human rights viva,0.0
856,856,would order bucket ice cold water pour,0.0
857,857,work hour shifts starting dont know effectively cut caffeine,0.0
858,858,wish best well children,0.0
859,859,wish everyone father like loving caring,0.0
860,860,recently dancing club song oh man grabbing ass blast next day legs hurts bad,0.0
861,861,hoping youd post new video know youre busy course youre interesting wish youd post moreôªø,0.0
862,862,clinically depressed blew mind due stress dont say oh man im getting anxiety ugh im depressed brings attention dont want fact people make illnesses fashion merch makes feel like everyone looking peoples directions memes relatablefunny relieving said do people post memes mental illness  made wonder alot ik people capable nowadays,0.0
863,863,want draw something know send instagram,0.0
864,864,want people throw skittles wedding,0.0
865,865,much appreciate asian womans smarts,0.0
866,866,think black white labels people live together piece despite colour dismatch,0.0
867,867,support lgbt want youre support lgbt pakistan,0.0
868,868,still come family bieber im tearing,0.0
869,869,ship guys please get back together,0.0
870,870,remember scene xfiles made mad √∞¬ü¬ò¬° mulder,0.0
871,871,really wan na public experiment like trans man happy least watch wwyd please experiments trans men transgender people general,0.0
872,872,really like lot said feel like barely speak side topic people quick shut try serious anxiety depression mental illness almost become buzz words seems lot people dont know difficult really suffer feel control spoke theres fine line days awareness influence people get ideas heads see memes relateable content start linking everything lives know youve got perfectly healthy people tainted world people around imposing problems upon making life difficult needs desensitises whole situation people coming real problems dont want speak upsurge people talking feel wouldnt taken seriously thats horrible understand though impossible seesaw balance since many people involved many minds million ideas actions impossible control wave length,0.0
873,873,pray god heavens earth bless victims boko haram,0.0
874,874,love bi girls lesbians,0.0
875,875,want sit buy drink talk dont care seem like people must great conversation,0.0
876,876,love hypocrisy sick,0.0
877,877,started writing book,0.0
878,878,autism yet alot friends,0.0
879,879,schizophrenia fight alone,0.0
880,880,hate alone night fucking creepy,0.0
881,881,got first one today bday smoked much weed thought going die scariest shit ever definitely useful thank,0.0
882,882,feel dumb want even labeled disabled even knew think disabilities especially terms affecting ones relationship think like mental disabilities serious cant use ur body thank enlightening im sorry,0.0
883,883,feel like give reporter pistol something protect,0.0
884,884,fear future hate crime victim may well labeled pulling smollett,0.0
885,885,failed one little test mom got scared said youre moving auntie uncle alaska,0.0
886,886,dont understand people get mad things says right opinion doesnt agree make monster evil person annoying people operating extremely sensitive ignorant mindset dont agree,0.0
887,887,dont see dont create transgender category seems obvious fair solution great athletes still compete playing field level mean create weight categories maximise fairness boxingmma fights recognise two people male compete different levels transgender athletes surely,0.0
888,888,dont know dont trust guys money plss let dead world stop making showswith deathcouse u didnt ballssss alive,0.0
889,889,dont facts dont statistics human fuck even mean,0.0
890,890,dont care people say two fuckers lyingthe facts stacked hope going pay smere campaign,0.0
891,891,could brave lost son husband bless strength kind heart,0.0
892,892,could cuddle,0.0
893,893,cant understand someone would think ok bullie someone,0.0
894,894,cant one thinks kinda sounds like make cry noah cyrus,0.0
895,895,smell failure phone screen,0.0
896,896,came small country asia much people doesnt know every time travel somewhere else people ask u chinese japanese korean srly every country isnt china japan korea asia,0.0
897,897,bet jobs,0.0
898,898,sorry people disrespect guys wish could something guys know love guysâ¤,0.0
899,899,proud white cant believe people said werent proud white im proud white didnt choose race proud youre black proud black proud ones raceculture isnt exclusive poc anyone else,0.0
900,900,possessed deamons,0.0
901,901,adore voice talented beat,0.0
902,902,much lawyer getting paid go much money world take fool,0.0
903,903,wake think actually cool like honestly believe average person adheres normal basic societal rules looks upon respectably manner,0.0
904,904,holy shit want go wedding eight pugs kidding eight pugs thats fucking amazing nobody convince otherwise,0.0
905,905,hollywood bizare sickest evillest industry,0.0
906,906,eyebrows probably represent parents relationship,0.0
907,907,hey dude awesome pls teach,0.0
908,908,hey baby look like tinkerbell luhlulhulhulhulhluh,0.0
909,909,may history right side time,0.0
910,910,smile beautiful omg continue,0.0
911,911,head shape light bulb,0.0
912,912,hes got hottest man tits ive seen,0.0
913,913,handsome erahe use lipsticks time,0.0
914,914,smiles talking drowning children,0.0
915,915,seems like talkative taxi driver,0.0
916,916,lower iq water freezes,0.0
917,917,anyone cried front parents feel totally ashamed invaded afterwards,0.0
918,918,great video thank √∞¬ü¬ô¬è,0.0
919,919,gosh guys getting less funny episode,0.0
920,920,goosebumps beat drops üòä,0.0
921,921,good thats educated man right,0.0
922,922,godmy humble question u almighty u send earth suffer,0.0
923,923,god bless dears,0.0
924,924,girlanxiety attack dog good bro,0.0
925,925,gay straight homo lesbian people hmmm love,0.0
926,926,gas preferred drink,0.0
927,927,fucking good punch dude,0.0
928,928,static sound use editing know it¬ä¬ôs annoying use premiere pro able use decrackling help bit,0.0
929,929,finally someone means says its year im still cackling,0.0
930,930,finally figured voiceclip came i¬ä¬ôm happy,0.0
931,931,fake news fake news,0.0
932,932,facing challenges hard go,0.0
933,933,every publicity good publicity ha im watching leaving neverland dont know guilty music legend one take,0.0
934,934,even watching screen feels intenseimagine would feeling witness horror first hand takes courage let alone even touching dead,0.0
935,935,even straight boys played barbies kids issue,0.0
936,936,equal pay message um says guy want socialism united states america,0.0
937,937,enough enough,0.0
938,938,dunno makes disabled asthma running stairs involved il die suffocation lungs haha xxx,0.0
939,939,dont drugs kids,0.0
940,940,dont ever kill matter people think say matters think feel,0.0
941,941,know smiling “ excretion law ” new zealand max sentence receive judge years prison justice muslims lives dont matter,0.0
942,942,know much boys abusive relationship right disgusts,0.0
943,943,anybody actually know hh reaction channel,0.0
944,944,depends whether ryan reynolds room,0.0
945,945,delightful brought back memories wonderful week guys,0.0
946,946,damn made laugh,0.0
947,947,dad hair cute,0.0
948,948,cutting fundings going make problem worse,0.0
949,949,conveniences real,0.0
950,950,congratufuckinlations pitbull owners make without getting bitten encourage people follow footsteps know people whose lives ruined animals regardless pack mentality dogs rage machines dodgeing bullet every day dont hurt family,0.0
951,951,civil rights movement transgendered people,0.0
952,952,children business developing sexuality children let kids,0.0
953,953,child abuse manipulation etc hell transforming world sick mind people stupid others send kids,0.0
954,954,certainly make illegal use boom done solved,0.0
955,955,cant wait music video,0.0
956,956,cant tell youre pedophile victim pedophile,0.0
957,957,see absurd calling white people racist calling black people criminals race even matter judge terrible people terrible white people,0.0
958,958,fucking explain whole song appreciate billies voice shes fucking angel man need explanations songs listen enjoy,0.0
959,959,get shoutout pleaseeeeee little bit people,0.0
960,960,buy lethal guns real ones toys,0.0
961,961,buy pc game call camp buddies trust haven¬ä¬ôt seen anything yet,0.0
962,962,bruh would fuckin love film video maurice man like older black version swear god,0.0
963,963,broke heart see young boy claim allegiance,0.0
964,964,broyour channel needs grow man,0.0
965,965,bottles beautiful inside,0.0
966,966,people becomes evil easily genes,0.0
967,967,beautiful every way,0.0
968,968,aware girl class doesnt know control emotions doesnt understand socially acceptable someone age outburst,0.0
969,969,awful terror coming nowhere felt,0.0
970,970,end literally described gold digger,0.0
971,971,point right defend sad thing bet would defended finale would gotten trouble sadly right thing sufferd greatly,0.0
972,972,friends part lgbt community supporter think awsome middle school,0.0
973,973,archeological evidence clear europeans always taken care regardless disability never stop disability cool turns disabled people take care us together even cooler,0.0
974,974,apple trying one company whole world basically depends future know future movies one company everything,0.0
975,975,anyone leave partner first sign abuse,0.0
976,976,anyone else get full body numbness lasts weeks rapid muscle spasms shock feelings trying sleep night sleep every hours,0.0
977,977,alot democrats support bullshit drain swamp,0.0
978,978,make america grea make america better,0.0
979,979,america greatest country aint lie know know,0.0
980,980,always impressed professional non aggressive british cops yet still get job done hats american police need take notes,0.0
981,981,women obvious respect admiration,0.0
982,982,clueless reporters comparing cronkite edward r murrow cant even get teleprompter readthrough without hitting floor,0.0
983,983,lives matter matter r black white hispanic muslim jew atheist christianperiod,0.0
984,984,know disorder ruined fucking life,0.0
985,985,adidas means day dream snacks,0.0
986,986,abusers men women,0.0
987,987,absolutely excellent ever yes cycling fabulous mental health bike you¬ä¬ôre happy bike you¬ä¬ôre sad shout rain scream inwardly complex hill climb get endorphin rush outside smile fellow cyclists passing chickens experience wee bwark chook makes many things better,0.0
988,988,mans chance getting cancer men die cancer women get cancer die,0.0
989,989,comments likes views gg youtube,0.0
990,990,nah cut im sure wont regret ,0.0
991,991,oh niki pronounced mademoiselle maupin way better siri,0.0
992,992,wan na make feel okay,0.0
993,993,midnight sun hot springs blow,0.0
994,994,dont say im type,0.0
995,995,therefore never send know bell tolls,0.0
996,996,cant stand another day,0.0
997,997,values unless otherwise stated us dollars,0.0
